,name,category,rating,review,link,addr,hour,tel,univ,lat,lng
34,서울대학교 문화인큐베이터,카페,5.0,0,https://place.map.kakao.com/13582489,서울 관악구 관악로 1 서울대학교 63동 437호,,,서울대학교,37.4565095,126.9500385
35,제이김밥,분식,4.0,0,https://place.map.kakao.com/463578269,서울 관악구 신림동 산 56-1,,,서울대학교,37.4602626,126.9535979
36,벨에삐,카페,4.0,0,https://place.map.kakao.com/1945504527,서울 관악구 관악로 1 농업생명과학대학 200동 1층,,02-882-4578,서울대학교,37.4576254,126.9486386
37,범산목장 서울대2호점,아이스크림,3.0,0,https://place.map.kakao.com/1198471387,서울 관악구 신림동 산 56-1 공간간이식당 30-2,,,서울대학교,37.4602626,126.9535979
38,소담마루,구내식당,1.0,1,https://place.map.kakao.com/21330236,서울 관악구 관악로 1 서울대학교 113동 동원생활관 3층,,,서울대학교,37.46303,126.958448
39,올리브그린 서울대점,분식,3.5,0,https://place.map.kakao.com/208671287,서울 관악구 관악로 1,,02-881-9207,서울대학교,37.4814353,126.9549042
40,강릉형제장칼국수 서울점,국수,3.9,51,https://place.map.kakao.com/27543933,서울 관악구 대학5길 10-7 1층,,02-871-8852,서울대학교,37.4689661,126.9383802
41,느티나무 도서관점,카페,4.5,0,https://place.map.kakao.com/130037574,서울 관악구 관악로 1 62동,,,서울대학교,37.4602626,126.9535979
42,오삼숙이 본점,"육류,고기",4.3,85,https://place.map.kakao.com/2144193869,서울 관악구 대학길 57 1층,,02-882-5332,서울대학교,37.4681192,126.9377817
43,중화각,중화요리,4.7,3,https://place.map.kakao.com/16092192,서울 관악구 낙성대로15길 66 1층,,02-888-4363,서울대학교,37.4679288,126.9623889
44,샤반,한식,2.7,0,https://place.map.kakao.com/27259501,서울 관악구 관악로 1 자연과학대 1층,,,서울대학교,37.480912,126.953218
45,나인온스버거 서울대500동점,햄버거,3.6,0,https://place.map.kakao.com/320971708,서울 관악구 관악로 1 서울대학교 500동 1층 A-105호,,,서울대학교,37.4565095,126.9500385
46,얼레꼴레 서울대점,분식,2.5,1,https://place.map.kakao.com/822687721,서울 관악구 신림동 산 56-1 서울대학교 유회진학술정보관 300동 2층,,,서울대학교,37.4602826,126.9535949
47,fluid 카페,카페,4.0,0,https://place.map.kakao.com/124993267,서울 관악구 관악로 1 63동,,,서울대학교,37.4798366,126.9520327
48,느티나무 음대점,카페,5.0,0,https://place.map.kakao.com/131194145,서울 관악구 관악로 1 54동,,,서울대학교,37.4788977,126.9526427
49,백년초왕갈비탕 서울대점,갈비,3.5,25,https://place.map.kakao.com/14596484,서울 관악구 신림로7길 10,,02-882-5858,서울대학교,37.470102,126.9412503
50,쟝블랑제리,"제과,베이커리",3.8,641,https://place.map.kakao.com/16990385,서울 관악구 낙성대역길 8,,02-889-5170,서울대학교,37.4771481,126.9619528
51,퀴즈노스서브 서울대제1공학관점,샌드위치,3.5,0,https://place.map.kakao.com/8111795,서울 관악구 관악로 1 서울대학교 공과대학 제1공학관 1층,,02-871-9329,서울대학교,37.4562145,126.9508086
52,산마루,갈비,3.0,3,https://place.map.kakao.com/13291751,서울 관악구 낙성대로 98,,02-886-3370,서울대학교,37.4698568,126.9572456
53,글로벌하우스,"호프,요리주점",3.0,0,https://place.map.kakao.com/12275509,서울 관악구 봉천동 산 4-2,,02-881-9084,서울대학교,37.4618701,126.9612597
54,카페드림 서울대학교300동점,커피전문점,4.0,0,https://place.map.kakao.com/1079875184,서울 관악구 신림동 산 56-1 유회진학술정보관 300동 2층,,02-2282-6451,서울대학교,37.4602826,126.9535949
55,동학주점,"호프,요리주점",4.6,25,https://place.map.kakao.com/16044048,서울 관악구 대학5길 29 1층,,02-872-6107,서울대학교,37.4693175,126.9394831
56,가네샤,인도음식,4.5,99,https://place.map.kakao.com/26106341,서울 관악구 대학길 46,영업시간 매일 11:00 ~ 22:00,02-6123-9799,서울대학교,37.468664,126.9375457
57,오월의김밥,분식,4.3,285,https://place.map.kakao.com/367274233,서울 관악구 봉천로 605,영업시간 화~금 07:00 ~ 19:00,02-876-7792,서울대학교,37.4760503,126.9645943
58,통영장어잡는날,장어,4.4,10,https://place.map.kakao.com/16420885,서울 관악구 대학길 103,영업시간 화~일 17:00 ~ 24:00,02-887-8486,서울대학교,37.4660514,126.9376979
59,니와,"초밥,롤",2.2,30,https://place.map.kakao.com/16332662,서울 관악구 호암로22길 69,월~토 17:30 ~ 01:30,02-888-7378,서울대학교,37.4686199,126.9366476
60,텐동요츠야,일식,3.8,633,https://place.map.kakao.com/1226967920,서울 관악구 관악로14길 35 1층,영업시간 화~일 12:00 ~ 21:00 · 브레이크타임 화~일 14:30 ~ 17:00,,서울대학교,37.4789211,126.954465
61,이가소머리국밥,국밥,3.7,12,https://place.map.kakao.com/16735558,서울 관악구 신림로7나길 32,,02-888-1530,서울대학교,37.4697178,126.9398098
62,산야로콩나물국밥,국밥,4.2,21,https://place.map.kakao.com/16296276,서울 관악구 관악로 111,영업시간 매일 06:30 ~ 22:00,02-889-3390,서울대학교,37.4749645,126.9524206
63,발루토,카페,3.5,81,https://place.map.kakao.com/1256440499,서울 관악구 신림로23길 28 1층,영업시간 매일 09:00 ~ 23:00,02-875-1155,서울대학교,37.4697203,126.9346717
64,더까페,카페,4.0,0,https://place.map.kakao.com/21409537,서울 관악구 봉천동 239-1,,02-880-0302,서울대학교,37.4677522,126.9589084
65,기절초풍왕순대,순대,3.6,114,https://place.map.kakao.com/16586486,서울 관악구 봉천로62길 2,영업시간 매일 07:00 ~ 22:00,02-872-8805,서울대학교,37.4780711,126.9584068
66,마이무,양식,4.0,149,https://place.map.kakao.com/1234594694,서울 관악구 낙성대로 22-10 1층,영업시간 매일 11:30 ~ 22:00 · 브레이크타임 월~금 14:30 ~ 17:00,02-882-8933,서울대학교,37.4769663,126.9586042
67,킷사서울,일식,2.9,528,https://place.map.kakao.com/1153635092,서울 관악구 남부순환로226길 31 2층,,02-878-7444,서울대학교,37.4791861,126.9537648
68,고기굽는사람들,"육류,고기",4.5,106,https://place.map.kakao.com/563659414,서울 관악구 관악로14길 70 1층,,0507-1357-6884,서울대학교,37.4782015,126.956336
69,우리가참순대,순대,4.2,140,https://place.map.kakao.com/22045853,서울 관악구 관악로 148 지하1층,,02-883-1063,서울대학교,37.4784177,126.9525726
70,도적숯불구이,"육류,고기",1.9,5,https://place.map.kakao.com/27343732,서울 관악구 관악로 110-1,,02-882-8573,서울대학교,37.4750936,126.9531594
71,카페녹다,카페,4.2,20,https://place.map.kakao.com/179734609,서울 관악구 신림로15길 31,,02-6082-8252,서울대학교,37.4687701,126.9371225
72,시골집,쌈밥,3.4,77,https://place.map.kakao.com/9186293,서울 관악구 낙성대로 22-7,,02-874-7333,서울대학교,37.47683079999999,126.9584614
73,제주상회,국수,4.1,82,https://place.map.kakao.com/27436494,서울 관악구 관악로12길 108 지하 1층,,02-883-7083,서울대학교,37.4771776,126.9583514
74,안녕베트남,동남아음식,3.1,367,https://place.map.kakao.com/41742921,서울 관악구 관악로14길 70 지하1층,,02-877-3875,서울대학교,37.478539,126.9556069
75,나인온스버거,햄버거,3.8,83,https://place.map.kakao.com/19807973,서울 관악구 관악로12길 108 1층,,02-878-9020,서울대학교,37.4771776,126.9583514
76,배떡 신림점,떡볶이,2.4,1,https://place.map.kakao.com/1972684871,서울 관악구 신림로11길 41 1층,,,서울대학교,37.4685986,126.9388885
77,씬챠호,베트남음식,4.5,14,https://place.map.kakao.com/658574738,서울 관악구 대학길 52 지하 1층,,02-874-8745,서울대학교,37.4682459,126.9375403
78,하륜일만족발 신림점,"족발,보쌈",2.6,29,https://place.map.kakao.com/1559664652,서울 관악구 호암로22길 82 해피원룸 1층,,02-876-8255,서울대학교,37.4683904,126.9372827
79,모힝,이탈리안,4.0,176,https://place.map.kakao.com/18508537,서울 관악구 남부순환로226길 36 2층,,02-873-5164,서울대학교,37.4790279,126.9535036
80,미추원주추어탕 서울본점,추어,3.1,13,https://place.map.kakao.com/15626827,서울 관악구 관악로 108,,02-887-6226,서울대학교,37.4747908,126.9531579
81,안녕부산,한식,2.5,160,https://place.map.kakao.com/1306419391,서울 관악구 관악로14길 45,,02-6407-0718,서울대학교,37.4787408,126.9550633
82,정원쌈밥보리밥,쌈밥,4.2,28,https://place.map.kakao.com/16705262,서울 관악구 신림로18가길 23,,02-887-6454,서울대학교,37.4719191,126.9350011
83,모힝 낙성대점,양식,4.4,91,https://place.map.kakao.com/27226002,서울 관악구 봉천로62길 7 2층,,02-878-3233,서울대학교,37.4775839,126.9589518
84,우디가스트로,양식,3.5,47,https://place.map.kakao.com/123009033,서울 관악구 관악로 116,,02-887-8908,서울대학교,37.4755658,126.9530714
85,쥬벤쿠바,양식,4.1,195,https://place.map.kakao.com/192812269,서울 관악구 관악로14나길 10 1층,,02-6032-0278,서울대학교,37.4776206,126.957287
86,하이보 서울대입구점,중화요리,3.6,27,https://place.map.kakao.com/1192617968,서울 관악구 관악로 134 2층,,02-882-8813,서울대학교,37.4772069,126.9526957
87,교촌치킨 신림3호점,치킨,2.1,3,https://place.map.kakao.com/10146051,서울 관악구 신림로11길 13,,02-877-3688,서울대학교,37.4698393,126.9389874
88,스시와,"초밥,롤",4.0,58,https://place.map.kakao.com/369747426,서울 관악구 남부순환로246길 43,,02-882-1686,서울대학교,37.4745892,126.9639169
89,황홀경,디저트카페,3.5,281,https://place.map.kakao.com/960623897,서울 관악구 관악로14길 37 지하1층,,02-6449-7362,서울대학교,37.47890599999999,126.9545918
90,박막례청진동해장국,해장국,4.3,28,https://place.map.kakao.com/20747852,서울 관악구 관악로 105,,02-875-9882,서울대학교,37.474592,126.9525886
91,라미스콘,"제과,베이커리",2.9,206,https://place.map.kakao.com/776342222,"서울 관악구 관악로14길 88 1~3층,옥상층",,070-8855-3456,서울대학교,37.4779406,126.9572079
92,성빈각,중화요리,4.0,0,https://place.map.kakao.com/16934865,서울 관악구 신림로3가길 10,,02-887-4377,서울대학교,37.4687321,126.9441331
93,파머스빈 서울대점,커피전문점,4.5,2,https://place.map.kakao.com/1616448736,서울 관악구 신림로 85 1층,매일 09:00 ~ 02:00,070-4235-6232,서울대학교,37.4702891,126.9399069
94,카페폴,카페,4.4,72,https://place.map.kakao.com/802510891,서울 관악구 남부순환로234길 43 1층,영업시간 매일 10:00 ~ 22:00,070-8100-9091,서울대학교,37.4775138,126.9567221
95,스태미나식당,"육류,고기",3.5,14,https://place.map.kakao.com/1290340363,서울 관악구 호암로24길 65 2층,월~토 17:00 ~ 00:15,070-8108-8104,서울대학교,37.4693855,126.9368187
96,온고지신,카페,3.4,225,https://place.map.kakao.com/71268832,서울 관악구 관악로14길 101,영업시간 매일 12:00 ~ 22:00,,서울대학교,37.4778732,126.9579426
97,티라노커피,커피전문점,4.6,106,https://place.map.kakao.com/22000100,서울 관악구 남부순환로230길 39,영업시간 매일 11:00 ~ 23:00,,서울대학교,37.4782967,126.9555862
98,동경산책 서울대입구점,일식,3.4,104,https://place.map.kakao.com/1884948997,서울 관악구 관악로14길 30 2층,영업시간 매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,02-875-0666,서울대학교,37.4788509,126.9541697
99,쿠버타코 서울대직영점,"멕시칸,브라질",4.1,3,https://place.map.kakao.com/450961857,"서울 관악구 신림로 91 5,6호",,02-889-2701,서울대학교,37.47029879999999,126.9390781
100,가비사랑방,카페,4.0,1,https://place.map.kakao.com/554391302,"서울 관악구 대학길 106 1,2층",매일 11:00 ~ 01:00,02-876-6565,서울대학교,37.4653866,126.9375129
101,소디스커피,카페,4.3,206,https://place.map.kakao.com/482399452,서울 관악구 남부순환로230길 45 1층 101호,영업시간 월~토 11:00 ~ 23:00,02-6084-0061,서울대학교,37.478004,126.9555077
102,서가숯불닭갈비막국수,닭요리,2.5,7,https://place.map.kakao.com/27342181,서울 관악구 신림로11길 31 2층,매일 12:00 ~ 02:00,02-878-0255,서울대학교,37.4690015,126.9389008
103,백산식당,삼겹살,4.7,95,https://place.map.kakao.com/1507921206,서울 관악구 관악로14길 60,영업시간 월~금 17:00 ~ 24:00,02-877-8271,서울대학교,37.4784109,126.9557723
104,온돌 샤로수길점,한식,4.1,74,https://place.map.kakao.com/895388898,서울 관악구 봉천로 534 1층,영업시간 매일 11:30 ~ 22:30 · 브레이크타임2 월~금 15:00 ~ 17:00,02-873-8712,서울대학교,37.4786512,126.956964
105,돈파스팔레 낙성대본점,이탈리안,2.5,25,https://place.map.kakao.com/15637180,서울 관악구 봉천로 568-1 2층,영업시간 매일 11:30 ~ 23:30 · 브레이크타임 매일 15:00 ~ 17:00,02-886-3362,서울대학교,37.4772964,126.9605827
106,장우동 서울대점,"돈까스,우동",2.4,10,https://place.map.kakao.com/17046807,서울 관악구 호암로24길 57,"월,화,수,목,금,일 08:00 ~ 01:00",02-878-5583,서울대학교,37.4694347,126.9363817
107,삼백돈돈가츠,"돈까스,우동",2.6,135,https://place.map.kakao.com/2092574237,서울 관악구 남부순환로230길 48 1층,영업시간 매일 11:30 ~ 21:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-872-6443,서울대학교,37.4779581,126.9552031
108,가츠가게,"돈까스,우동",4.8,89,https://place.map.kakao.com/1420174243,서울 관악구 낙성대로4가길 12 1층,영업시간 매일 11:30 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:30,02-6953-7007,서울대학교,37.4766223,126.9585242
109,삐에스몽테과자점 녹두점,"제과,베이커리",3.1,3,https://place.map.kakao.com/1481235054,서울 관악구 신림로 91 1층,,,서울대학교,37.47029879999999,126.9390781
110,다케돈까스,"돈까스,우동",4.1,4,https://place.map.kakao.com/11386690,서울 관악구 대학길 71,"영업시간 월,화,수,목,금,일 11:30 ~ 21:00",02-871-9596,서울대학교,37.4674747,126.9377592
111,퍼블리코타코,"멕시칸,브라질",4.0,77,https://place.map.kakao.com/569989022,서울 관악구 관악로14길 106 1층,영업시간 화~일 11:30 ~ 23:00,02-871-6282,서울대학교,37.4776242,126.9582039
112,지구당,일식집,3.0,74,https://place.map.kakao.com/11495399,서울 관악구 관악로12길 5,영업시간 월~토 11:30 ~ 21:00 · 브레이크타임 월~토 14:30 ~ 17:00,02-888-9929,서울대학교,37.4782112,126.9527541
113,어느멋진날,커피전문점,4.6,0,https://place.map.kakao.com/1559427840,서울 관악구 신림로11길 67 1층,,070-4334-7094,서울대학교,37.4674303,126.9388258
114,더은교,디저트카페,4.1,37,https://place.map.kakao.com/17997832,서울 관악구 봉천로 600-1,영업시간 월~토 11:00 ~ 20:00,02-877-1103,서울대학교,37.4760044,126.9637753
115,정통집 샤로수길점,"육류,고기",4.4,98,https://place.map.kakao.com/398840887,서울 관악구 관악로14길 65 1층,,02-877-9006,서울대학교,37.4784736,126.95614
116,풍년집정육식당 신림점,"육류,고기",3.3,13,https://place.map.kakao.com/23104704,서울 관악구 신림로 94,매일 11:00 ~ 01:30,02-871-9796,서울대학교,37.4709376,126.9390837
117,황해도빈대떡,한식,4.6,7,https://place.map.kakao.com/16044719,서울 관악구 신림로11길 20,,02-872-8587,서울대학교,37.4695539,126.9387099
118,가마솥한방삼계탕육개장전문,삼계탕,3.2,19,https://place.map.kakao.com/20743400,서울 관악구 대학6길 22,영업시간 매일 11:00 ~ 22:30,02-878-7455,서울대학교,37.4691053,126.9365152
119,시트론오피스,카페,3.9,224,https://place.map.kakao.com/1850085124,서울 관악구 남부순환로234길 18 2층,영업시간 매일 12:00 ~ 23:00,02-878-0407,서울대학교,37.4785401,126.9569316
120,메이드바이아린,"제과,베이커리",4.1,64,https://place.map.kakao.com/493709215,서울 관악구 남부순환로230길 40-4 1층,"영업시간 월,수,목,금,토,일 12:30 ~ 20:00",02-883-0077,서울대학교,37.4784238,126.9552927
121,맘스터치 관악대학동점,패스트푸드,3.4,8,https://place.map.kakao.com/1181024917,서울 관악구 신림로 89 1층,,02-6465-5362,서울대학교,37.4702513,126.9395117
122,우리동네고기집,"육류,고기",3.8,97,https://place.map.kakao.com/15819369,서울 관악구 인헌6길 24,,02-871-9938,서울대학교,37.4740784,126.9654694
123,신기루황소곱창구이,"곱창,막창",2.9,82,https://place.map.kakao.com/392727294,서울 관악구 관악로13길 25,,02-887-5000,서울대학교,37.4791966,126.9506803
124,하노이별 녹두거리시작점,동남아음식,3.5,4,https://place.map.kakao.com/16707978,서울 관악구 신림로11길 18,,02-873-7470,서울대학교,37.4697172,126.9387359
125,피자네버슬립스 샤로수길점,피자,4.0,178,https://place.map.kakao.com/1394857156,서울 관악구 봉천로 534 2층,,,서울대학교,37.4786512,126.956964
126,신림왕꼬치,양꼬치,4.4,2,https://place.map.kakao.com/610758652,서울 관악구 대학길 61 지하1층,,02-878-2588,서울대학교,37.4678477,126.9377517
127,코코미,"초밥,롤",3.0,159,https://place.map.kakao.com/17024474,서울 관악구 관악로 146,,02-872-2233,서울대학교,37.478214,126.9525562
128,박명주브라더,닭요리,3.3,160,https://place.map.kakao.com/544275706,서울 관악구 관악로14길 89,,02-882-9411,서울대학교,37.4781271,126.9574009
129,더멜팅팟,햄버거,4.0,155,https://place.map.kakao.com/27325940,서울 관악구 관악로14가길 2,,02-877-1083,서울대학교,37.4783172,126.9560743
130,로향양꼬치 서울대2호점,양꼬치,3.9,36,https://place.map.kakao.com/1647666444,서울 관악구 낙성대로 12 1층,,02-887-1812,서울대학교,37.4775453,126.9590676
131,바로김밥,분식,4.0,9,https://place.map.kakao.com/509221177,서울 관악구 신림로 89,,02-6084-2960,서울대학교,37.4702513,126.9395117
132,허수아비 대학동점,"돈까스,우동",3.8,14,https://place.map.kakao.com/16528020,서울 관악구 호암로26길 72,,02-887-1187,서울대학교,37.4700491,126.9375656
133,낭만모로코,양식,4.4,99,https://place.map.kakao.com/1449345481,서울 관악구 관악로14길 88,,,서울대학교,37.4779406,126.9572079
134,오후의과일,디저트카페,2.7,275,https://place.map.kakao.com/924997751,서울 관악구 관악로14길 15 2층,,,서울대학교,37.4791817,126.9534766
135,소블리,"육류,고기",4.9,118,https://place.map.kakao.com/1367744153,서울 관악구 남부순환로234길 18 지하1층,,070-8888-0401,서울대학교,37.4785401,126.9569316
136,수해복마라탕,중식,4.1,20,https://place.map.kakao.com/1016786700,서울 관악구 신림로11길 20 1층,,02-871-6517,서울대학교,37.4695539,126.9387099
137,차이나당,중화요리,3.1,31,https://place.map.kakao.com/27076509,서울 관악구 낙성대로 16 2층,,02-882-0818,서울대학교,37.4771077,126.9588012
138,동명수산 녹두거리점,회,2.7,29,https://place.map.kakao.com/1788949333,서울 관악구 신림로11길 18-20 1층,,02-877-8822,서울대학교,37.4696344,126.9381492
139,오페라빈로스터스 낙성대점,카페,3.7,22,https://place.map.kakao.com/1492375063,서울 관악구 낙성대로 29 1층,,02-875-0066,서울대학교,37.4757874,126.9592774
140,소미당,일식,4.1,14,https://place.map.kakao.com/895603535,서울 관악구 대학6길 19,,02-882-4450,서울대학교,37.468899,126.9365204
141,이금옥샤브샤브칼국수,샤브샤브,4.8,18,https://place.map.kakao.com/26330129,서울 관악구 관악로 132,,02-871-5417,서울대학교,37.4769682,126.9527058
142,서울테이블,카페,3.4,129,https://place.map.kakao.com/1451597437,서울 관악구 관악로14길 28 2층,,02-889-5526,서울대학교,37.4789059,126.9539688
143,오지편한식당,일식,3.7,97,https://place.map.kakao.com/600990627,서울 관악구 관악로14길 105 1층,,,서울대학교,37.477829,126.9582338
144,라이후쿠,일본식라면,4.4,8,https://place.map.kakao.com/956209524,서울 관악구 신림로17길 57,,,서울대학교,37.4681832,126.9363881
145,밀향기손칼국수,국수,3.5,47,https://place.map.kakao.com/13287029,서울 관악구 봉천로 593 1층,,02-886-5479,서울대학교,37.4765437,126.9634196
146,명동칼국수,음식점,5.0,0,https://place.map.kakao.com/1997571726,서울 관악구 대학길 17,,02-888-0380,서울대학교,37.4698112,126.9381636
147,봉자한끼,한식,5.0,0,https://place.map.kakao.com/1603369888,서울 관악구 대학길 109 1층,,070-7537-1223,서울대학교,37.4658482,126.9377404
148,이가네감자탕,감자탕,4.3,2,https://place.map.kakao.com/16960027,서울 관악구 대학길 52,,02-876-1197,서울대학교,37.4682459,126.9375403
149,마나부,일식,4.0,96,https://place.map.kakao.com/638089735,서울 관악구 호암로22길 73 1층,,,서울대학교,37.4686584,126.9368256
150,화로상회 서울대점,"육류,고기",5.0,11,https://place.map.kakao.com/1931332560,서울 관악구 신림로 85,,02-876-2292,서울대학교,37.4702891,126.9399069
151,탐나종합어시장 신림녹두거리점,회,2.0,9,https://place.map.kakao.com/1000947144,서울 관악구 대학길 52 1층,,02-877-3313,서울대학교,37.4682459,126.9375403
152,연아초밥,일식,4.8,11,https://place.map.kakao.com/652906407,서울 관악구 신림로 81 1층 1호,,02-875-9165,서울대학교,37.4703478,126.9403311
153,두만강샤브샤브 봉천점,샤브샤브,3.7,57,https://place.map.kakao.com/13306781,서울 관악구 봉천로 537 1층,,02-885-7966,서울대학교,37.4787665,126.9576725
154,콩지름,국밥,4.3,5,https://place.map.kakao.com/134436190,서울 관악구 호암로24길 77 1층,,02-874-9282,서울대학교,37.4692762,126.9375901
155,피자보이시나 서울대점,피자,4.5,146,https://place.map.kakao.com/1070769122,서울 관악구 남부순환로234길 31 1층,,02-877-6550,서울대학교,37.4779266,126.9568418
156,미쳐버린파닭 서울대점,치킨,3.0,4,https://place.map.kakao.com/23522149,서울 관악구 대학7길 53,매일 15:30 ~ 02:00,02-882-9955,서울대학교,37.4686829,126.9406531
157,스키나스시,"초밥,롤",4.6,22,https://place.map.kakao.com/309509107,서울 관악구 신림로 91 1층,매일 17:00 ~ 03:00,02-875-5051,서울대학교,37.47029879999999,126.9390781
